"Station","date-","Daily Rainfall (mm)"
"Haifa University Man 10/1975-04/2023","06/11/2005","13.0"
"Haifa University Man 10/1975-04/2023","07/11/2005","0.3"
"Haifa University 09/2004-04/2023","20/11/2005","14.1"
"Haifa University Man 10/1975-04/2023","20/11/2005","14.2"
"Haifa University 09/2004-04/2023","21/11/2005","22.0"
"Haifa University Man 10/1975-04/2023","21/11/2005","21.3"
"Haifa University 09/2004-04/2023","16/12/2005","20.0"
"Haifa University Man 10/1975-04/2023","16/12/2005","19.9"
"Haifa University 09/2004-04/2023","17/12/2005","22.0"
"Haifa University Man 10/1975-04/2023","17/12/2005","21.9"
"Haifa University 09/2004-04/2023","19/12/2005","0.9"
"Haifa University Man 10/1975-04/2023","19/12/2005","1.9"
"Haifa University 09/2004-04/2023","20/12/2005","5.4"
"Haifa University Man 10/1975-04/2023","20/12/2005","5.5"
"Haifa University 09/2004-04/2023","21/12/2005","0.8"
"Haifa University Man 10/1975-04/2023","21/12/2005","1.4"
"Haifa University 09/2004-04/2023","22/12/2005","3.4"
"Haifa University Man 10/1975-04/2023","22/12/2005","4.0"
"Haifa University 09/2004-04/2023","23/12/2005","35.8"
"Haifa University Man 10/1975-04/2023","23/12/2005","32.7"
"Haifa University 09/2004-04/2023","24/12/2005","45.7"
"Haifa University Man 10/1975-04/2023","24/12/2005","64.5"
"Haifa University 09/2004-04/2023","25/12/2005","4.5"
"Haifa University Man 10/1975-04/2023","25/12/2005","5.2"
"Haifa University 09/2004-04/2023","07/01/2006","2.5"
"Haifa University Man 10/1975-04/2023","07/01/2006","2.2"
"Haifa University 09/2004-04/2023","08/01/2006","3.8"
"Haifa University Man 10/1975-04/2023","08/01/2006","3.7"
"Haifa University 09/2004-04/2023","09/01/2006","2.1"
"Haifa University Man 10/1975-04/2023","09/01/2006","2.3"
"Haifa University 09/2004-04/2023","10/01/2006","21.0"
"Haifa University Man 10/1975-04/2023","10/01/2006","21.2"
"Haifa University 09/2004-04/2023","11/01/2006","15.9"
"Haifa University Man 10/1975-04/2023","11/01/2006","16.1"
"Haifa University 09/2004-04/2023","12/01/2006","14.6"
"Haifa University Man 10/1975-04/2023","12/01/2006","17.3"
"Haifa University 09/2004-04/2023","13/01/2006","20.2"
"Haifa University Man 10/1975-04/2023","13/01/2006","19.3"
"Haifa University 09/2004-04/2023","14/01/2006","18.5"
"Haifa University Man 10/1975-04/2023","14/01/2006","21.0"
"Haifa University 09/2004-04/2023","15/01/2006","2.0"
"Haifa University Man 10/1975-04/2023","15/01/2006","1.9"
"Haifa University 09/2004-04/2023","16/01/2006","6.6"
"Haifa University Man 10/1975-04/2023","16/01/2006","7.1"
"Haifa University 09/2004-04/2023","17/01/2006","14.5"
"Haifa University Man 10/1975-04/2023","17/01/2006","16.5"
"Haifa University 09/2004-04/2023","18/01/2006","0.6"
"Haifa University Man 10/1975-04/2023","18/01/2006","0.8"
"Haifa University 09/2004-04/2023","20/01/2006","0.7"
"Haifa University Man 10/1975-04/2023","20/01/2006","0.8"
"Haifa University 09/2004-04/2023","22/01/2006","0.1"
"Haifa University Man 10/1975-04/2023","22/01/2006","0.3"
"Haifa University 09/2004-04/2023","25/01/2006","38.5"
"Haifa University Man 10/1975-04/2023","25/01/2006","44.7"
"Haifa University 09/2004-04/2023","26/01/2006","15.6"
"Haifa University Man 10/1975-04/2023","26/01/2006","18.0"
"Haifa University 09/2004-04/2023","27/01/2006","1.2"
"Haifa University Man 10/1975-04/2023","27/01/2006","1.4"
"Haifa University 09/2004-04/2023","03/02/2006","4.9"
"Haifa University Man 10/1975-04/2023","03/02/2006","5.9"
"Haifa University 09/2004-04/2023","07/02/2006","0.3"
"Haifa University Man 10/1975-04/2023","07/02/2006","0.4"
"Haifa University 09/2004-04/2023","08/02/2006","25.5"
"Haifa University Man 10/1975-04/2023","08/02/2006","30.7"
"Haifa University 09/2004-04/2023","09/02/2006","12.2"
"Haifa University Man 10/1975-04/2023","09/02/2006","9.0"
"Haifa University 09/2004-04/2023","13/02/2006","4.8"
"Haifa University Man 10/1975-04/2023","13/02/2006","4.9"
"Haifa University 09/2004-04/2023","14/02/2006","11.4"
"Haifa University Man 10/1975-04/2023","14/02/2006","11.4"
"Haifa University 09/2004-04/2023","15/02/2006","10.6"
"Haifa University Man 10/1975-04/2023","15/02/2006","11.2"
"Haifa University 09/2004-04/2023","16/02/2006","7.7"
"Haifa University Man 10/1975-04/2023","16/02/2006","8.5"
"Haifa University 09/2004-04/2023","08/03/2006","0.3"
"Haifa University Man 10/1975-04/2023","08/03/2006","1.1"
"Haifa University 09/2004-04/2023","09/03/2006","10.9"
"Haifa University Man 10/1975-04/2023","09/03/2006","13.9"
"Haifa University 09/2004-04/2023","26/03/2006","0.9"
"Haifa University 09/2004-04/2023","01/04/2006","20.5"
"Haifa University Man 10/1975-04/2023","01/04/2006","24.0"
"Haifa University 09/2004-04/2023","02/04/2006","13.5"
"Haifa University Man 10/1975-04/2023","02/04/2006","16.9"
"Haifa University 09/2004-04/2023","03/04/2006","0.1"
"Haifa University Man 10/1975-04/2023","03/04/2006","0.4"
"Haifa University 09/2004-04/2023","04/04/2006","1.4"
"Haifa University Man 10/1975-04/2023","04/04/2006","1.7"
"Haifa University 09/2004-04/2023","05/04/2006","7.0"
"Haifa University Man 10/1975-04/2023","05/04/2006","8.8"
"Haifa University 09/2004-04/2023","15/04/2006","8.6"
"Haifa University Man 10/1975-04/2023","15/04/2006","9.7"
"Haifa University 09/2004-04/2023","16/04/2006","8.5"
"Haifa University Man 10/1975-04/2023","16/04/2006","8.9"
"Haifa University 09/2004-04/2023","23/04/2006","5.9"
"Haifa University Man 10/1975-04/2023","23/04/2006","6.5"
"Haifa University 09/2004-04/2023","24/04/2006","0.4"
"Haifa University Man 10/1975-04/2023","24/04/2006","0.5"
"Haifa University 09/2004-04/2023","14/10/2006","0.8"
"Haifa University Man 10/1975-04/2023","14/10/2006","0.8"
"Haifa University 09/2004-04/2023","15/10/2006","14.8"
"Haifa University Man 10/1975-04/2023","15/10/2006","16.8"
"Haifa University 09/2004-04/2023","16/10/2006","8.4"
"Haifa University Man 10/1975-04/2023","16/10/2006","10.9"
"Haifa University 09/2004-04/2023","18/10/2006","0.1"
"Haifa University Man 10/1975-04/2023","18/10/2006","0.2"
"Haifa University 09/2004-04/2023","19/10/2006","4.2"
"Haifa University Man 10/1975-04/2023","19/10/2006","2.0"
"Haifa University 09/2004-04/2023","20/10/2006","3.5"
"Haifa University Man 10/1975-04/2023","20/10/2006","5.5"
"Haifa University 09/2004-04/2023","24/10/2006","5.4"
"Haifa University Man 10/1975-04/2023","24/10/2006","6.0"
"Haifa University 09/2004-04/2023","25/10/2006","6.1"
"Haifa University Man 10/1975-04/2023","25/10/2006","8.0"
"Haifa University 09/2004-04/2023","27/10/2006","15.6"
"Haifa University Man 10/1975-04/2023","27/10/2006","22.6"
"Haifa University 09/2004-04/2023","28/10/2006","34.4"
"Haifa University Man 10/1975-04/2023","28/10/2006","37.0"
"Haifa University 09/2004-04/2023","29/10/2006","1.4"
"Haifa University Man 10/1975-04/2023","29/10/2006","1.5"
"Haifa University 09/2004-04/2023","01/11/2006","8.9"
"Haifa University Man 10/1975-04/2023","01/11/2006","9.6"
"Haifa University 09/2004-04/2023","04/11/2006","8.6"
"Haifa University Man 10/1975-04/2023","04/11/2006","11.1"
"Haifa University 09/2004-04/2023","05/11/2006","0.3"
"Haifa University Man 10/1975-04/2023","05/11/2006","0.2"
"Haifa University 09/2004-04/2023","06/11/2006","0.2"
"Haifa University Man 10/1975-04/2023","06/11/2006","0.1"
"Haifa University 09/2004-04/2023","13/11/2006","0.9"
"Haifa University Man 10/1975-04/2023","13/11/2006","1.0"
"Haifa University 09/2004-04/2023","14/11/2006","22.5"
"Haifa University Man 10/1975-04/2023","14/11/2006","23.0"
"Haifa University 09/2004-04/2023","12/12/2006","10.2"
"Haifa University Man 10/1975-04/2023","12/12/2006","11.9"
"Haifa University 09/2004-04/2023","21/12/2006","0.1"
"Haifa University Man 10/1975-04/2023","21/12/2006","0.2"
"Haifa University 09/2004-04/2023","23/12/2006","0.2"
"Haifa University Man 10/1975-04/2023","23/12/2006","0.3"
"Haifa University 09/2004-04/2023","25/12/2006","6.8"
"Haifa University Man 10/1975-04/2023","25/12/2006","8.2"
"Haifa University 09/2004-04/2023","26/12/2006","33.6"
"Haifa University Man 10/1975-04/2023","26/12/2006","38.5"
"Haifa University 09/2004-04/2023","27/12/2006","4.3"
"Haifa University Man 10/1975-04/2023","27/12/2006","5.0"
"Haifa University 09/2004-04/2023","30/12/2006","4.8"
"Haifa University Man 10/1975-04/2023","30/12/2006","6.1"
"Haifa University 09/2004-04/2023","31/12/2006","6.5"
"Haifa University Man 10/1975-04/2023","31/12/2006","6.9"
"Haifa University 09/2004-04/2023","04/01/2007","1.7"
"Haifa University Man 10/1975-04/2023","04/01/2007","2.5"
"Haifa University 09/2004-04/2023","05/01/2007","27.6"
"Haifa University Man 10/1975-04/2023","05/01/2007","32.5"
"Haifa University 09/2004-04/2023","06/01/2007","40.0"
"Haifa University Man 10/1975-04/2023","06/01/2007","44.0"
"Haifa University 09/2004-04/2023","07/01/2007","19.1"
"Haifa University Man 10/1975-04/2023","07/01/2007","20.0"
"Haifa University 09/2004-04/2023","20/01/2007","28.9"
"Haifa University Man 10/1975-04/2023","20/01/2007","37.0"
"Haifa University 09/2004-04/2023","21/01/2007","2.1"
"Haifa University Man 10/1975-04/2023","21/01/2007","2.5"
"Haifa University 09/2004-04/2023","28/01/2007","3.9"
"Haifa University Man 10/1975-04/2023","28/01/2007","6.5"
"Haifa University 09/2004-04/2023","29/01/2007","0.6"
"Haifa University Man 10/1975-04/2023","29/01/2007","1.0"
"Haifa University 09/2004-04/2023","30/01/2007","4.8"
"Haifa University Man 10/1975-04/2023","30/01/2007","5.5"
"Haifa University 09/2004-04/2023","31/01/2007","0.4"
"Haifa University Man 10/1975-04/2023","31/01/2007","0.5"
"Haifa University 09/2004-04/2023","03/02/2007","23.8"
"Haifa University Man 10/1975-04/2023","03/02/2007","28.5"
"Haifa University 09/2004-04/2023","04/02/2007","12.9"
"Haifa University Man 10/1975-04/2023","04/02/2007","14.5"
"Haifa University 09/2004-04/2023","05/02/2007","22.5"
"Haifa University Man 10/1975-04/2023","05/02/2007","30.0"
"Haifa University 09/2004-04/2023","06/02/2007","11.6"
"Haifa University Man 10/1975-04/2023","06/02/2007","14.0"
"Haifa University 09/2004-04/2023","09/02/2007","8.2"
"Haifa University Man 10/1975-04/2023","09/02/2007","10.0"
"Haifa University 09/2004-04/2023","10/02/2007","0.1"
"Haifa University 09/2004-04/2023","13/02/2007","9.0"
"Haifa University Man 10/1975-04/2023","13/02/2007","9.4"
"Haifa University 09/2004-04/2023","14/02/2007","0.7"
"Haifa University Man 10/1975-04/2023","14/02/2007","1.4"
"Haifa University 09/2004-04/2023","15/02/2007","23.5"
"Haifa University Man 10/1975-04/2023","15/02/2007","27.2"
"Haifa University 09/2004-04/2023","17/02/2007","5.7"
"Haifa University Man 10/1975-04/2023","17/02/2007","5.5"
"Haifa University 09/2004-04/2023","18/02/2007","4.3"
"Haifa University Man 10/1975-04/2023","18/02/2007","5.2"
"Haifa University 09/2004-04/2023","25/02/2007","14.1"
"Haifa University Man 10/1975-04/2023","25/02/2007","20.8"
"Haifa University 09/2004-04/2023","26/02/2007","7.0"
"Haifa University Man 10/1975-04/2023","26/02/2007","7.0"
"Haifa University 09/2004-04/2023","27/02/2007","0.2"
"Haifa University Man 10/1975-04/2023","27/02/2007","0.3"
"Haifa University 09/2004-04/2023","28/02/2007","2.8"
"Haifa University 09/2004-04/2023","01/03/2007","5.4"
"Haifa University Man 10/1975-04/2023","01/03/2007","10.0"
"Haifa University 09/2004-04/2023","02/03/2007","0.1"
"Haifa University 09/2004-04/2023","13/03/2007","1.2"
"Haifa University Man 10/1975-04/2023","13/03/2007","1.2"
"Haifa University 09/2004-04/2023","14/03/2007","15.3"
"Haifa University Man 10/1975-04/2023","14/03/2007","17.6"
"Haifa University 09/2004-04/2023","15/03/2007","17.7"
"Haifa University Man 10/1975-04/2023","15/03/2007","21.2"
"Haifa University 09/2004-04/2023","16/03/2007","17.2"
"Haifa University Man 10/1975-04/2023","16/03/2007","21.7"
"Haifa University 09/2004-04/2023","17/03/2007","3.9"
"Haifa University Man 10/1975-04/2023","17/03/2007","3.3"
"Haifa University 09/2004-04/2023","27/03/2007","0.1"
"Haifa University 09/2004-04/2023","31/03/2007","2.8"
"Haifa University Man 10/1975-04/2023","31/03/2007","3.2"
"Haifa University 09/2004-04/2023","01/04/2007","11.7"
"Haifa University Man 10/1975-04/2023","01/04/2007","12.0"
"Haifa University 09/2004-04/2023","02/04/2007","0.4"
"Haifa University Man 10/1975-04/2023","02/04/2007","1.8"
"Haifa University 09/2004-04/2023","11/04/2007","14.4"
"Haifa University Man 10/1975-04/2023","11/04/2007","14.2"
"Haifa University 09/2004-04/2023","12/04/2007","0.1"
"Haifa University 09/2004-04/2023","18/04/2007","1.2"
"Haifa University Man 10/1975-04/2023","18/04/2007","1.2"
"Haifa University 09/2004-04/2023","11/05/2007","0.1"
"Haifa University Man 10/1975-04/2023","11/05/2007","0.1"
"Haifa University 09/2004-04/2023","12/05/2007","1.0"
"Haifa University Man 10/1975-04/2023","12/05/2007","1.0"
"Haifa University 09/2004-04/2023","16/05/2007","0.4"
"Haifa University Man 10/1975-04/2023","16/05/2007","0.4"
"Haifa University 09/2004-04/2023","23/09/2007","0.3"
"Haifa University Man 10/1975-04/2023","23/09/2007","0.3"
"Haifa University 09/2004-04/2023","05/10/2007","1.1"
"Haifa University Man 10/1975-04/2023","05/10/2007","1.1"
"Haifa University 09/2004-04/2023","06/11/2007","0.3"
"Haifa University Man 10/1975-04/2023","06/11/2007","0.2"
"Haifa University 09/2004-04/2023","07/11/2007","0.3"
"Haifa University Man 10/1975-04/2023","07/11/2007","0.5"
"Haifa University 09/2004-04/2023","09/11/2007","10.5"
"Haifa University Man 10/1975-04/2023","09/11/2007","13.5"
"Haifa University 09/2004-04/2023","11/11/2007","1.4"
"Haifa University Man 10/1975-04/2023","11/11/2007","1.8"
"Haifa University 09/2004-04/2023","19/11/2007","10.2"
"Haifa University Man 10/1975-04/2023","19/11/2007","9.8"
"Haifa University 09/2004-04/2023","20/11/2007","13.2"
"Haifa University Man 10/1975-04/2023","20/11/2007","10.1"
"Haifa University 09/2004-04/2023","21/11/2007","24.9"
"Haifa University Man 10/1975-04/2023","21/11/2007","26.8"
"Haifa University 09/2004-04/2023","22/11/2007","0.1"
"Haifa University Man 10/1975-04/2023","22/11/2007","0.3"
"Haifa University 09/2004-04/2023","01/12/2007","7.6"
"Haifa University Man 10/1975-04/2023","01/12/2007","10.0"
"Haifa University 09/2004-04/2023","02/12/2007","4.1"
"Haifa University Man 10/1975-04/2023","02/12/2007","2.5"
"Haifa University 09/2004-04/2023","03/12/2007","0.1"
"Haifa University 09/2004-04/2023","06/12/2007","15.2"
"Haifa University Man 10/1975-04/2023","06/12/2007","15.9"
"Haifa University 09/2004-04/2023","07/12/2007","34.0"
"Haifa University Man 10/1975-04/2023","07/12/2007","36.7"
"Haifa University 09/2004-04/2023","08/12/2007","3.2"
"Haifa University Man 10/1975-04/2023","08/12/2007","3.7"
"Haifa University 09/2004-04/2023","13/12/2007","12.6"
"Haifa University Man 10/1975-04/2023","13/12/2007","14.2"
"Haifa University 09/2004-04/2023","14/12/2007","18.0"
"Haifa University Man 10/1975-04/2023","14/12/2007","22.4"
"Haifa University 09/2004-04/2023","15/12/2007","0.7"
"Haifa University Man 10/1975-04/2023","15/12/2007","0.5"
"Haifa University 09/2004-04/2023","16/12/2007","0.4"
"Haifa University Man 10/1975-04/2023","16/12/2007","0.9"
"Haifa University 09/2004-04/2023","18/12/2007","6.6"
"Haifa University Man 10/1975-04/2023","18/12/2007","6.7"
"Haifa University 09/2004-04/2023","20/12/2007","19.5"
"Haifa University Man 10/1975-04/2023","20/12/2007","26.7"
"Haifa University 09/2004-04/2023","02/01/2008","4.7"
"Haifa University Man 10/1975-04/2023","02/01/2008","5.2"
"Haifa University 09/2004-04/2023","03/01/2008","2.5"
"Haifa University Man 10/1975-04/2023","03/01/2008","3.1"
"Haifa University 09/2004-04/2023","04/01/2008","7.6"
"Haifa University Man 10/1975-04/2023","04/01/2008","8.2"
"Haifa University 09/2004-04/2023","07/01/2008","5.7"
"Haifa University Man 10/1975-04/2023","07/01/2008","6.1"
"Haifa University 09/2004-04/2023","08/01/2008","2.1"
"Haifa University Man 10/1975-04/2023","08/01/2008","2.5"
"Haifa University 09/2004-04/2023","21/01/2008","2.4"
"Haifa University Man 10/1975-04/2023","21/01/2008","3.5"
"Haifa University 09/2004-04/2023","22/01/2008","1.9"
"Haifa University Man 10/1975-04/2023","22/01/2008","3.4"
"Haifa University 09/2004-04/2023","26/01/2008","0.3"
"Haifa University Man 10/1975-04/2023","26/01/2008","0.2"
"Haifa University 09/2004-04/2023","27/01/2008","3.6"
"Haifa University Man 10/1975-04/2023","27/01/2008","5.1"
"Haifa University 09/2004-04/2023","28/01/2008","27.6"
"Haifa University Man 10/1975-04/2023","28/01/2008","21.8"
"Haifa University 09/2004-04/2023","29/01/2008","23.0"
"Haifa University Man 10/1975-04/2023","29/01/2008","18.4"
"Haifa University 09/2004-04/2023","30/01/2008","15.1"
"Haifa University Man 10/1975-04/2023","30/01/2008","11.7"
"Haifa University 09/2004-04/2023","01/02/2008","0.3"
"Haifa University Man 10/1975-04/2023","01/02/2008","0.5"
"Haifa University 09/2004-04/2023","10/02/2008","0.3"
"Haifa University 09/2004-04/2023","11/02/2008","4.4"
"Haifa University Man 10/1975-04/2023","11/02/2008","4.0"
"Haifa University 09/2004-04/2023","12/02/2008","7.9"
"Haifa University Man 10/1975-04/2023","12/02/2008","8.5"
"Haifa University 09/2004-04/2023","13/02/2008","7.2"
"Haifa University Man 10/1975-04/2023","13/02/2008","8.4"
"Haifa University 09/2004-04/2023","14/02/2008","30.1"
"Haifa University Man 10/1975-04/2023","14/02/2008","30.4"
"Haifa University 09/2004-04/2023","15/02/2008","0.2"
"Haifa University 09/2004-04/2023","18/02/2008","20.7"
"Haifa University Man 10/1975-04/2023","18/02/2008","25.4"
"Haifa University 09/2004-04/2023","19/02/2008","2.3"
"Haifa University Man 10/1975-04/2023","19/02/2008","2.8"
"Haifa University 09/2004-04/2023","25/02/2008","4.5"
"Haifa University Man 10/1975-04/2023","25/02/2008","4.7"
"Haifa University 09/2004-04/2023","26/02/2008","0.1"
"Haifa University 09/2004-04/2023","02/03/2008","0.8"
"Haifa University Man 10/1975-04/2023","02/03/2008","1.1"
"Haifa University 09/2004-04/2023","13/03/2008","2.9"
"Haifa University Man 10/1975-04/2023","13/03/2008","3.7"
"Haifa University 09/2004-04/2023","29/03/2008","0.6"
"Haifa University Man 10/1975-04/2023","29/03/2008","0.7"
"Haifa University 09/2004-04/2023","30/03/2008","2.1"
"Haifa University Man 10/1975-04/2023","30/03/2008","1.9"
"Haifa University 09/2004-04/2023","31/03/2008","2.8"
"Haifa University Man 10/1975-04/2023","31/03/2008","4.6"
"Haifa University 09/2004-04/2023","07/04/2008","0.1"
"Haifa University 09/2004-04/2023","08/05/2008","1.6"
"Haifa University Man 10/1975-04/2023","08/05/2008","1.8"
"Haifa University 09/2004-04/2023","14/05/2008","0.2"
"Haifa University 09/2004-04/2023","26/09/2008","2.2"
"Haifa University Man 10/1975-04/2023","26/09/2008","2.2"
"Haifa University 09/2004-04/2023","29/09/2008","1.1"
"Haifa University Man 10/1975-04/2023","29/09/2008","1.3"
"Haifa University 09/2004-04/2023","14/10/2008","3.7"
"Haifa University Man 10/1975-04/2023","14/10/2008","4.0"
"Haifa University 09/2004-04/2023","15/10/2008","1.4"
"Haifa University Man 10/1975-04/2023","15/10/2008","1.5"
"Haifa University 09/2004-04/2023","16/10/2008","6.3"
"Haifa University Man 10/1975-04/2023","16/10/2008","7.0"
"Haifa University 09/2004-04/2023","22/10/2008","87.9"
"Haifa University Man 10/1975-04/2023","22/10/2008","96.0"
"Haifa University 09/2004-04/2023","25/10/2008","0.5"
"Haifa University Man 10/1975-04/2023","25/10/2008","1.7"
"Haifa University 09/2004-04/2023","26/10/2008","1.1"
"Haifa University Man 10/1975-04/2023","26/10/2008","1.1"
"Haifa University 09/2004-04/2023","27/10/2008","40.0"
"Haifa University Man 10/1975-04/2023","27/10/2008","43.0"
"Haifa University 09/2004-04/2023","28/10/2008","4.8"
"Haifa University Man 10/1975-04/2023","28/10/2008","5.1"
"Haifa University 09/2004-04/2023","29/10/2008","2.9"
"Haifa University Man 10/1975-04/2023","29/10/2008","3.6"
"Haifa University 09/2004-04/2023","12/11/2008","3.1"
"Haifa University Man 10/1975-04/2023","12/11/2008","3.2"
"Haifa University 09/2004-04/2023","13/11/2008","0.5"
"Haifa University Man 10/1975-04/2023","13/11/2008","0.6"
"Haifa University 09/2004-04/2023","20/11/2008","2.3"
"Haifa University Man 10/1975-04/2023","20/11/2008","2.6"
"Haifa University 09/2004-04/2023","21/11/2008","4.2"
"Haifa University Man 10/1975-04/2023","21/11/2008","3.8"
"Haifa University 09/2004-04/2023","22/11/2008","24.0"
"Haifa University Man 10/1975-04/2023","22/11/2008","24.5"
"Haifa University 09/2004-04/2023","28/11/2008","1.7"
"Haifa University Man 10/1975-04/2023","28/11/2008","1.8"
"Haifa University 09/2004-04/2023","07/12/2008","0.1"
"Haifa University Man 10/1975-04/2023","07/12/2008","0.1"
"Haifa University 09/2004-04/2023","08/12/2008","10.2"
"Haifa University Man 10/1975-04/2023","08/12/2008","10.4"
"Haifa University 09/2004-04/2023","09/12/2008","9.7"
"Haifa University Man 10/1975-04/2023","09/12/2008","11.0"
"Haifa University 09/2004-04/2023","10/12/2008","0.1"
"Haifa University Man 10/1975-04/2023","13/12/2008","0.1"
"Haifa University 09/2004-04/2023","20/12/2008","1.1"
"Haifa University Man 10/1975-04/2023","20/12/2008","1.2"
"Haifa University Man 10/1975-04/2023","21/12/2008","0.2"
"Haifa University 09/2004-04/2023","22/12/2008","4.8"
"Haifa University Man 10/1975-04/2023","22/12/2008","6.2"
"Haifa University 09/2004-04/2023","23/12/2008","17.0"
"Haifa University Man 10/1975-04/2023","23/12/2008","27.0"
"Haifa University 09/2004-04/2023","24/12/2008","32.9"
"Haifa University Man 10/1975-04/2023","24/12/2008","37.6"
"Haifa University 09/2004-04/2023","25/12/2008","2.6"
"Haifa University Man 10/1975-04/2023","25/12/2008","3.0"
"Haifa University 09/2004-04/2023","29/12/2008","11.4"
"Haifa University Man 10/1975-04/2023","29/12/2008","12.3"
"Haifa University 09/2004-04/2023","30/12/2008","2.0"
"Haifa University Man 10/1975-04/2023","30/12/2008","3.0"
"Haifa University 09/2004-04/2023","31/12/2008","17.6"
"Haifa University Man 10/1975-04/2023","31/12/2008","19.7"
"Haifa University 09/2004-04/2023","01/01/2009","0.6"
"Haifa University Man 10/1975-04/2023","01/01/2009","0.5"
"Haifa University 09/2004-04/2023","07/01/2009","3.8"
"Haifa University Man 10/1975-04/2023","07/01/2009","5.5"
"Haifa University 09/2004-04/2023","08/01/2009","0.1"
"Haifa University 09/2004-04/2023","10/01/2009","2.1"
"Haifa University Man 10/1975-04/2023","10/01/2009","1.4"
"Haifa University 09/2004-04/2023","11/01/2009","1.1"
"Haifa University Man 10/1975-04/2023","11/01/2009","1.1"
"Haifa University 09/2004-04/2023","17/01/2009","3.8"
"Haifa University Man 10/1975-04/2023","17/01/2009","4.0"
"Haifa University 09/2004-04/2023","18/01/2009","1.9"
"Haifa University Man 10/1975-04/2023","18/01/2009","1.8"
"Haifa University 09/2004-04/2023","24/01/2009","0.2"
"Haifa University Man 10/1975-04/2023","24/01/2009","0.5"
"Haifa University 09/2004-04/2023","31/01/2009","26.4"
"Haifa University Man 10/1975-04/2023","31/01/2009","30.0"
"Haifa University 09/2004-04/2023","01/02/2009","10.4"
"Haifa University Man 10/1975-04/2023","01/02/2009","10.9"
"Haifa University 09/2004-04/2023","02/02/2009","0.1"
"Haifa University 09/2004-04/2023","09/02/2009","3.2"
"Haifa University Man 10/1975-04/2023","09/02/2009","3.5"
"Haifa University 09/2004-04/2023","10/02/2009","14.5"
"Haifa University Man 10/1975-04/2023","10/02/2009","16.5"
"Haifa University 09/2004-04/2023","16/02/2009","13.1"
"Haifa University Man 10/1975-04/2023","16/02/2009","15.4"
"Haifa University 09/2004-04/2023","17/02/2009","1.7"
"Haifa University Man 10/1975-04/2023","17/02/2009","1.3"
"Haifa University 09/2004-04/2023","20/02/2009","22.9"
"Haifa University Man 10/1975-04/2023","20/02/2009","26.2"
"Haifa University 09/2004-04/2023","21/02/2009","7.2"
"Haifa University Man 10/1975-04/2023","21/02/2009","12.4"
"Haifa University 09/2004-04/2023","22/02/2009","18.3"
"Haifa University Man 10/1975-04/2023","22/02/2009","23.1"
"Haifa University 09/2004-04/2023","23/02/2009","6.4"
"Haifa University Man 10/1975-04/2023","23/02/2009","6.8"
"Haifa University 09/2004-04/2023","26/02/2009","4.2"
"Haifa University Man 10/1975-04/2023","26/02/2009","6.0"
"Haifa University 09/2004-04/2023","27/02/2009","53.0"
"Haifa University Man 10/1975-04/2023","27/02/2009","70.0"
"Haifa University 09/2004-04/2023","28/02/2009","76.2"
"Haifa University Man 10/1975-04/2023","28/02/2009","85.0"
"Haifa University 09/2004-04/2023","01/03/2009","1.1"
"Haifa University Man 10/1975-04/2023","01/03/2009","1.1"
"Haifa University 09/2004-04/2023","02/03/2009","23.2"
"Haifa University Man 10/1975-04/2023","02/03/2009","27.1"
"Haifa University 09/2004-04/2023","03/03/2009","1.5"
"Haifa University Man 10/1975-04/2023","03/03/2009","1.6"
"Haifa University 09/2004-04/2023","08/03/2009","0.2"
"Haifa University Man 10/1975-04/2023","08/03/2009","0.3"
"Haifa University 09/2004-04/2023","09/03/2009","0.1"
"Haifa University 09/2004-04/2023","13/03/2009","4.1"
"Haifa University Man 10/1975-04/2023","13/03/2009","4.0"
"Haifa University 09/2004-04/2023","14/03/2009","0.5"
"Haifa University Man 10/1975-04/2023","14/03/2009","0.8"
"Haifa University 09/2004-04/2023","15/03/2009","0.1"
"Haifa University 09/2004-04/2023","23/03/2009","15.3"
"Haifa University Man 10/1975-04/2023","23/03/2009","18.0"
"Haifa University 09/2004-04/2023","24/03/2009","2.1"
"Haifa University Man 10/1975-04/2023","24/03/2009","2.7"
"Haifa University 09/2004-04/2023","27/03/2009","2.4"
"Haifa University Man 10/1975-04/2023","27/03/2009","4.3"
"Haifa University 09/2004-04/2023","28/03/2009","1.4"
"Haifa University Man 10/1975-04/2023","28/03/2009","2.0"
"Haifa University 09/2004-04/2023","08/04/2009","0.2"
"Haifa University Man 10/1975-04/2023","08/04/2009","0.2"
"Haifa University 09/2004-04/2023","16/04/2009","4.5"
"Haifa University Man 10/1975-04/2023","16/04/2009","5.0"
"Haifa University 09/2004-04/2023","12/09/2009","0.1"
"Haifa University 09/2004-04/2023","19/09/2009","3.5"
"Haifa University Man 10/1975-04/2023","19/09/2009","2.9"
"Haifa University 09/2004-04/2023","29/10/2009","50.3"
"Haifa University Man 10/1975-04/2023","29/10/2009","60.0"
"Haifa University 09/2004-04/2023","30/10/2009","23.8"
"Haifa University Man 10/1975-04/2023","30/10/2009","30.8"
"Haifa University 09/2004-04/2023","31/10/2009","2.0"
"Haifa University Man 10/1975-04/2023","31/10/2009","1.9"
"Haifa University 09/2004-04/2023","01/11/2009","32.7"
"Haifa University Man 10/1975-04/2023","01/11/2009","34.5"
"Haifa University 09/2004-04/2023","02/11/2009","27.6"
"Haifa University Man 10/1975-04/2023","02/11/2009","34.7"
